Nombre,Precio,Proveedor,MPN,EAN,Socket,Chipset,Desbloqueado,Formato,Tipo_Memoria,Capacidad de memoria,Ranuras de RAM,SATA,VGA,DVI,Puerto Display,HDMI,WiFi
MSI B550-A Pro,$145.07 USD,MSI,7C56-002R,4719072733667,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
ASRock B360 Pro4,$112.72 USD,ASRock,90-MXB6V0-A0UAYZ,4717677335262,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock B360M Pro4,$92.4 USD,ASRock,90-MXB760-A0UAYZ,4717677335149,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock B360M-ITX/AC,$103.49 USD,ASRock,90-MXB790-A0UAYZ,4717677335163,1151,B360,False,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock B650M PG Riptide,$159.58 USD,ASRock,90-MXBJ90-A0UAYZ,4710483940835,AM5,B650E,False,Micro-ATX,DDR5,128 GB,4,4,0,0.0,1.0,1.0,False
ASRock Fatal1ty X399 Professional Gaming,$431.41 USD,ASRock,90-MXB5Q0-A0UAYZ,4717677333930,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
ASRock X299 Gaming K6,$261.13 USD,ASRock,90-MXB5E0-A0UAYZ,4717677333565,2066,X299,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
ASRock X399 Taichi,$314.49 USD,ASRock,90-MXB5R0-A0UAYZ,4717677333947,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
"ASRock X570 Taichi, AMD X570",$293.77 USD,ASRock,90-MXBA80-A0UAYZ,4717677338683,AM4,X570,True,ATX,DDR4,128 GB,4,8,0,0.0,0.0,1.0,False
ASRock X99 Taichi,$253.93 USD,ASRock,90-MXB380-A0UAYZ,4717677331219,2011-V3,X99,False,ATX,DDR4,128 GB,8,10,0,0.0,0.0,0.0,False
ASRock Z270 Killer SLI,$196.37 USD,ASRock,90-MXB4T0-A0UAYZ,4717677332612,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Z270 Pro4,$128.2 USD,ASRock,90-MXB3Q0-A0UAYZ,4717677332414,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Z270M Pro4,$131.84 USD,ASRock,90-MXB3F0-A0UAYZ,4717677332490,1151,Z270,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Z270M-ITX/ac,$123.07 USD,ASRock,90-MXB3K0-A0UAYZ,4717677332407,1151,Z270,True,Mini-ITX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False
ASRock Z370 Pro4,$130.56 USD,ASRock,90-MXB5X0-A0UAYZ,4717677334180,1151,Z370,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Z370M Pro4,$122.96 USD,ASRock,90-MXB660-A0UAYZ,4717677334357,1151,Z370,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Z390 Extreme 4,$155.01 USD,ASRock,90-MXB880-A0UAYZ,4717677336726,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
ASRock Z390 Taichi,$245.05 USD,ASRock,90-MXB8H0-A0UAYZ,4717677336764,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
ASRock Z790 PG Lightning,$103.61 USD,ASRock,90-MXBKA0-A0UAYZ,4710483940965,1700,Z790,False,ATX,DDR5,128 GB,4,4,0,0.0,0.0,1.0,False
ASUS PRIME B250M-A,$68.9 USD,ASUS,90MB0SR0-M0EAY0,4712900572056,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Aorus X399 Gaming 7,$386.78 USD,Gigabyte,X399 AORUS Gaming 7,4719331801939,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
Gigabyte Aorus Z270X-Gaming 5,$204.87 USD,Gigabyte,GA-Z270X-Gaming 5,4719331841386,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Aorus Z270X-Gaming 9,$143.68 USD,Gigabyte,GA-Z270X-Gaming 9,4719331846374,1151,Z270,True,E-ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
Gigabyte B250M-DS3H,$63.18 USD,Gigabyte,GA-B250M-DS3H,4719331847265,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte B360 HD3,$91.34 USD,Gigabyte,B360 HD3,4719331802981,1151,B360,False,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte B360M D3H,$79.04 USD,Gigabyte,B360M D3H,4719331802790,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte B360M DS3H,$76.16 USD,Gigabyte,B360M DS3H,4719331802806,1151,B360,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte B365M DS3H,$257.42 USD,Gigabyte,B365M DS3H,4719331805579,1151,B365,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte B450 Aorus M, AMD B450",$71.8 USD,Gigabyte,B450 AORUS M,4719331803858,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
Gigabyte F2A88XN-WIFI,$68.18 USD,Gigabyte,GA-F2A88XN-WIFI,4719331839093,FM2+,A88X,False,Mini-ITX,DDR3,64 GB,2,4,0,1.0,0.0,2.0,True
Gigabyte H270M-DS3H,$108.02 USD,Gigabyte,GA-H270M-DS3H,4719331847333,1151,H270,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Q270M-D3H,$45.0 USD,Gigabyte,GA-Q270M-D3H,4719331849290,1151,Q270,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X570 Aorus Elite, AMD X570",$179.89 USD,Gigabyte,X570 Aorus Elite,4719331806439,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X570 Aorus Pro, AMD X570",$253.87 USD,Gigabyte,X570 Aorus Pro,4719331805999,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
"Gigabyte X570 Gaming X, AMD X570",$158.86 USD,Gigabyte,X570 Gaming X,4719331806422,AM4,X570,True,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
"Gigabyte X570 I Aorus Pro WiFi, AMD X570",$202.38 USD,Gigabyte,X570 I Aorus Pro WiFi,4719331806408,AM4,X570,True,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,0.0,False
Gigabyte X99-UD3,$211.06 USD,Gigabyte,GA-X99-UD3,4719331833213,2011-V3,X99,False,ATX,DDR4,32 GB,4,10,0,0.0,0.0,0.0,False
Gigabyte Z270-Gaming K3,$211.07 USD,Gigabyte,GA-Z270-Gaming K3,4719331845377,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z270-HD3P,$108.8 USD,Gigabyte,GA-Z270-HD3P,4719331846411,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z270X-Ultra Gaming,$143.68 USD,Gigabyte,GA-Z270X-Ultra Gaming,4719331845384,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z270XP-SLI,$148.75 USD,Gigabyte,GA-Z270XP-SLI,4719331845353,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
Gigabyte Z390 I Aorus Pro WiFi,$194.39 USD,Gigabyte,Z390 I AORUS PRO WIFI,4719331804527,1151,Z390,False,Mini-ITX,DDR4,32 GB,2,4,0,0.0,1.0,1.0,False
Gigabyte Z390 UD,$93.56 USD,Gigabyte,Z390 UD,4719331804411,1151,Z390,False,ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
MSI B350 Tomahawk,$109.29 USD,MSI,7A36-002R,4719072509576,AM4,B350,True,ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
MSI B360M Mortar,$101.28 USD,MSI,7B23-001R,4719072562830,1151,B360,False,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
"MSI B450 Gaming Plus Max, AMD B450",$159.57 USD,MSI,7B86-016R,4719072658557,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
MSI B450 Tomahawk,$126.09 USD,MSI,7C02-002R,4719072587048,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
MSI B450 Tomahawk Max,$94.28 USD,MSI,7C02-020R,4719072659226,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
MSI B450-A Pro,$87.04 USD,MSI,7B86-001R,4719072587079,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
MSI B450I Gaming Plus AC,$78.97 USD,MSI,7A40-004R,4719072587000,AM4,B450,True,Mini-ITX,DDR4,64 GB,4,4,0,0.0,1.0,1.0,False
"MSI B450M Pro-VDH Max, AMD B450-, socket AM4",$64.54 USD,MSI,7A38-043R,4719072665968,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,0.0,False
MSI MAG B660M MORTAR WIFI DDR4,$181.34 USD,MSI,7D42-004R,4719072907907,1700,B660,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
MSI PRO B660-A DDR4,$152.32 USD,MSI,7D59-001R,4719072912451,1700,B660,False,Micro-ATX,DDR4,128 GB,4,4,0,0.0,2.0,2.0,False
MSI Pro Z690-A DDR4,$193.66 USD,MSI,7D25-002R,4719072886622,1700,Z690,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
MSI X399 Gaming Pro Carbon AC,$395.32 USD,MSI,7B09-010R,4719072535803,TR4,X399,True,ATX,DDR4,128 GB,8,8,0,0.0,0.0,0.0,False
ASRock 760GM-HDV,$63.15 USD,ASRock,90-MXB7U0-A0UAYZ,4717677335880,AM3+,760G,False,Micro-ATX,DDR3,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock A320M Pro4,$78.96 USD,ASRock,90-MXB540-A0UAYZ,4717677333183,AM4,A320,False,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
ASRock A320M-DGS,$57.41 USD,ASRock,90-MXB5A0-A0UAYZ,4717677333237,AM4,A320,False,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock A520M-HDV,$69.22 USD,ASRock,90-MXBE50-A0UAYZ,4710483932267,AM4,A520,False,Micro-ATX,DDR4,64 GB,2,4,1,1.0,0.0,1.0,False
ASRock A520M-ITX/AC,$121.41 USD,ASRock,90-MXBDG0-A0UAYZ,4710483932045,AM4,A520,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
"ASRock AB350 Pro4 BTC, AMD B350",$98.78 USD,ASRock,90-MXB510-A0UAYZ,4717677333169,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock AB350M-HDV,$68.9 USD,ASRock,90-MXB3P0-A0UAYZ,4717677333213,AM4,B350,True,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock B250M Pro4,$84.86 USD,ASRock,90-MXB3C0-A0UAYZ,4717677332544,1151,B250,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock B250M-HDV,$68.17 USD,ASRock,90-MXB3J0-A0UAYZ,4717677332285,1151,B250,False,Micro-ATX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False
ASRock B360M-HDV,$79.05 USD,ASRock,90-MXB730-A0UAYZ,4717677335156,1151,B360,False,Micro-ATX,DDR4,32 GB,2,6,0,0.0,0.0,0.0,False
"ASRock B450 Gaming ITX/ac, AMD B450",$119.68 USD,ASRock,90-MXB870-A0UAYZ,4717677336238,AM4,B450,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
"ASRock B450 Gaming K4, AMD B450",$90.66 USD,ASRock,90-MXB8A0-A0UAYZ,4717677336245,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
"ASRock B450 Pro 4, AMD B450",$87.04 USD,ASRock,90-MXB8B0-A0UAYZ,4717677336252,AM4,B450,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
ASRock B450 Steel Legend,$114.2 USD,ASRock,90-MXBA00-A0UAYZ,4717677338065,AM4,B450,True,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
"ASRock B450M Pro4, AMD B450",$117.59 USD,ASRock,90-MXB8F0-A0UAYZ,4717677336276,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,0,0.0,0.0,1.0,False
ASRock B450M Pro4-F,$72.53 USD,ASRock,90-MXBAB0-A0UAYZ,4717677338263,AM4,B450,True,Micro-ATX,DDR4,64 GB,4,4,1,1.0,0.0,1.0,False
ASRock B450M-HDV,$90.66 USD,ASRock,90-MXB830-A0UAYZ,4717677336207,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,1.0,False
"ASRock B450M-HDV R4.0, AMD B450",$98.77 USD,ASRock,90-MXB9N0-A0UAYZ,4717677337617,AM4,B450,True,Micro-ATX,DDR4,32 GB,2,4,0,0.0,0.0,1.0,False
ASRock B460M-HDV,$80.83 USD,ASRock,90-MXBD30-A0UAYZ,4710483931307,1200,B460,False,Micro-ATX,DDR4,64 GB,2,4,0,0.0,0.0,0.0,False
ASRock B550 Extreme4,$188.6 USD,ASRock,90-MXBDE0-A0UAYZ,4710483931567,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
ASRock B550 PG Velocita,$214.78 USD,ASRock,90-MXBD90-A0UAYZ,4710483931550,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
ASRock B550 Phantom Gaming 4,$97.92 USD,ASRock,90-MXBCY0-A0UAYZ,4710483931499,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,1.0,False
ASRock B550 Phantom Gaming-ITX/ax,$192.22 USD,ASRock,90-MXBD40-A0UAYZ,4710483931611,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,1.0,1.0,True
ASRock B550 Pro4,$112.43 USD,ASRock,90-MXBCZ0-A0UAYZ,4710483931482,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,0.0,0.0,False
ASRock B550 Steel Legend,$181.99 USD,ASRock,90-MXBDF0-A0UAYZ,4710483931574,AM4,B550,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,False
ASRock B550 Taichi,$236.78 USD,ASRock,90-MXBD00-A0UAYZ,4710483931642,AM4,B550,False,ATX,DDR4,128 GB,4,8,0,0.0,1.0,1.0,True
ASRock B550M Pro4,$114.81 USD,ASRock,90-MXBDK0-A0UAYZ,4710483931598,AM4,B550,False,Micro-ATX,DDR4,128 GB,4,6,1,0.0,1.0,1.0,False
ASRock B550M-HDV,$79.78 USD,ASRock,90-MXBDJ0-A0UAYZ,4710483931635,AM4,B550,False,Micro-ATX,DDR4,64 GB,2,4,1,1.0,0.0,1.0,False
ASRock B550M-ITX/ac,$126.93 USD,ASRock,90-MXBDH0-A0UAYZ,4710483931727,AM4,B550,False,Mini-ITX,DDR4,64 GB,2,4,0,0.0,0.0,1.0,True
ASRock B660 Pro RS,$131.51 USD,ASRock,90-MXBHV0-A0UAYZ,4710483936616,1700,B660,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
ASRock B660M Steel Legend,$133.53 USD,ASRock,90-MXBH30-A0UAYZ,4710483936999,1700,B660,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
ASRock B660M-HDV,$87.04 USD,ASRock,90-MXBH40-A0UAYZ,4710483936500,1700,B660,False,Micro-ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
ASRock Fatal1ty AB350 Gaming K4,$108.02 USD,ASRock,90-MXB530-A0UAYZ,4717677333152,AM4,B350,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"ASRock Fatal1ty AB350 Gaming-ITX/ac, AMD B350",$124.78 USD,ASRock,90-MXB5P0-A0UAYZ,4717677333732,AM4,B350,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock Fatal1ty X299 Professional Gaming i9 XE,$455.68 USD,ASRock,90-MXB6H0-A0UAYZ,4717677334531,2066,X299,True,ATX,DDR4,128 GB,8,10,0,0.0,0.0,0.0,False
"ASRock Fatal1ty X370 Gaming-ITX/ac, AMD X370",$148.27 USD,ASRock,90-MXB5N0-A0UAYZ,4717677333725,AM4,X370,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,2.0,False
"ASRock Fatal1ty X470 Gaming-ITX/ac, AMD X470",$195.84 USD,ASRock,90-MXB7K0-A0UAYZ,4717677335750,AM4,X470,True,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock Fatal1ty X99 Professional Gaming i7,$283.35 USD,ASRock,X99 Professional Gaming i7,4717677331202,2011-V3,X99,False,ATX,DDR4,128 GB,8,10,0,0.0,0.0,0.0,False
ASRock Fatal1ty Z270 Gaming K4,$148.26 USD,ASRock,90-MXB3Z0-A0UAYZ,4717677332674,1151,Z270,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
ASRock Fatal1ty Z370 Gaming ITX/ac,$165.49 USD,ASRock,90-MXB670-A0UAYZ,4717677334364,1151,Z370,True,Mini-ITX,DDR4,32 GB,2,6,0,0.0,1.0,1.0,False
ASRock Fatal1ty Z370 Gaming K6,$225.94 USD,ASRock,90-MXB5V0-A0UAYZ,4717677334210,1151,Z370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
ASRock H110 PRO BTC+,$106.35 USD,ASRock,90-MXB5S0-A0UAYZ,4717677333763,1151,H110,False,ATX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock H270M Pro4,$98.85 USD,ASRock,90-MXB3D0-A0UAYZ,4717677332483,1151,H270,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
ASRock H310M-ITX/AC,$135.65 USD,ASRock,90-MXB7A0-A0UAYZ,4717677335194,1151,H310,False,Mini-ITX,DDR4,32 GB,2,4,0,0.0,0.0,0.0,False
ASRock H370M Pro4,$97.77 USD,ASRock,90-MXB750-A0UAYZ,4717677335118,1151,H370,False,Micro-ATX,DDR4,64 GB,4,6,0,0.0,0.0,1.0,False
ASRock H370M-ITX/AC,$124.36 USD,ASRock,90-MXB6R0-A0UAYZ,4717677335125,1151,H370,False,Mini-ITX,DDR4,32 GB,2,6,0,0.0,1.0,2.0,False
ASRock H410M-HDV,$66.92 USD,ASRock,90-MXBD60-A0UAYZ,4710483931246,1200,H410,False,Micro-ATX,DDR4,64 GB,2,4,0,0.0,0.0,0.0,False
ASRock H570 Phantom Gaming 4,$76.16 USD,ASRock,90-MXBFX0-A0UAYZ,4710483934056,1200,H570,False,ATX,DDR4,128 GB,4,6,0,0.0,1.0,1.0,True
ASRock H81 PRO BTC R2.0,$81.04 USD,ASRock,90-MXGUP0-A0UAYZ,4717677323368,1150,H81,False,ATX,DDR3,16 GB,2,2,0,0.0,0.0,0.0,False
ASRock X299 Gaming i9,$390.21 USD,ASRock,90-MXB5B0-A0UAYZ,4717677333541,2066,X299,True,ATX,DDR4,128 GB,8,10,0,0.0,0.0,0.0,False
ASRock X299 Taichi,$310.87 USD,ASRock,90-MXB5C0-A0UAYZ,4717677333558,2066,X299,True,ATX,DDR4,128 GB,8,6,0,0.0,0.0,0.0,False
ASRock X299 Taichi XE,$338.9 USD,ASRock,90-MXB6J0-A0UAYZ,4717677334449,2066,X299,True,ATX,DDR4,128 GB,8,10,0,0.0,0.0,0.0,False
ASRock X299E-ITX/AC,$405.24 USD,ASRock,90-MXB5W0-A0UAYZ,4717677334203,2066,X299,True,Mini-ITX,"DDR4, SO - DIMM",64 GB,4,6,0,0.0,0.0,0.0,False
"ASRock X370 Professional Gaming, AMD X370",$210.45 USD,ASRock,90-MXB4L0-A0UAYZ,4717677333114,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
"ASRock X370 Taichi, AMD X370",$163.45 USD,ASRock,90-MXB500-A0UAYZ,4717677333121,AM4,X370,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
"ASRock X470 Fatal1ty Gaming K4, AMD X470",$165.23 USD,ASRock,90-MXB7E0-A0UAYZ,4717677335217,AM4,X470,True,ATX,DDR4,64 GB,4,6,0,0.0,0.0,0.0,False
"ASRock X470 Taichi Ultimate, AMD X470",$304.65 USD,ASRock,90-MXB7H0-A0UAYZ,4717677335484,AM4,X470,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
"ASRock X470 Taichi, AMD X470",$213.3 USD,ASRock,90-MXB7J0-A0UAYZ,4717677335200,AM4,X470,True,ATX,DDR4,64 GB,4,8,0,0.0,0.0,0.0,False
